Date,State,Price,PrevMonthPrice,PrevYearPrice,ChangePrevMonth,ChangePrevYear
2021-04-01,Madhya Pradesh,5500.0,5116.0,4889.5,7.505863956215794,12.4859392575928
2021-04-01,Maharashtra,4682.0,5044.0,4497.0,-7.1768437747819185,4.113853680231265
2021-04-01,Manipur,5413.0,5537.5,4889.5,-2.248306997742664,10.706616218427243
2021-04-01,Nagaland,5413.0,5537.5,4889.5,-2.248306997742664,10.706616218427243
2021-04-01,Rajasthan,6109.0,5464.0,4620.0,11.804538799414349,32.22943722943723
2021-04-01,Tamil Nadu,7887.0,8386.0,7270.0,-5.950393512997854,8.486932599724897
2021-04-01,Telangana,5561.0,5688.0,4953.0,-2.232770745428973,12.275388653341409
2021-04-01,Uttar Pradesh,5326.0,5410.0,4826.0,-1.5526802218114601,10.360547036883547
2021-04-01,Uttrakhand,5413.0,5537.5,4889.5,-2.248306997742664,10.706616218427243
2021-05-01,Andhra Pradesh,4903.0,5066.0,5169.0,-3.2175286221871295,-5.146063068291739
2021-05-01,Chattisgarh,5100.0,5100.0,3565.0,0.0,43.05750350631136
2021-05-01,Gujarat,5641.0,5889.0,5807.0,-4.211241297334013,-2.858618908214224
2021-05-01,Karnataka,5116.0,5295.0,5000.0,-3.3805476864966955,2.32
2021-05-01,Madhya Pradesh,4729.0,5500.0,4818.0,-14.01818181818182,-1.847239518472395
2021-05-01,Maharashtra,4888.0,4682.0,4401.0,4.399829132849209,11.065666893887753
2021-05-01,Manipur,5302.0,5413.0,4924.0,-2.0506188804729355,7.676685621445979
2021-05-01,Nagaland,5302.0,5413.0,4924.0,-2.0506188804729355,7.676685621445979
2021-05-01,Rajasthan,6095.0,6109.0,4600.0,-0.22917007693566865,32.5
2021-05-01,Tamil Nadu,8103.0,7887.0,6923.0,2.7386839102320275,17.044633829264768
2021-05-01,Telangana,5488.0,5561.0,5307.0,-1.3127135407300845,3.4105897870736763
2021-05-01,Uttar Pradesh,5583.0,5326.0,4848.0,4.825384904243334,15.16089108910891
2021-05-01,Uttrakhand,5302.0,5413.0,4924.0,-2.0506188804729355,7.676685621445979
2021-06-01,Andhra Pradesh,4615.0,4903.0,4997.0,-5.873954721599021,-7.6445867520512305
2021-06-01,Chattisgarh,3999.0,5100.0,4022.0,-21.58823529411765,-0.5718547986076579
2021-06-01,Gujarat,5462.0,5641.0,5597.0,-3.173196241801099,-2.412006432017152
2021-06-01,Karnataka,4826.0,5116.0,5311.0,-5.668491008600469,-9.13199020900019
2021-06-01,Madhya Pradesh,4721.0,4729.0,4636.0,-0.16916895749629943,1.8334771354616048
2021-06-01,Maharashtra,4603.0,4888.0,4684.0,-5.830605564648118,-1.7292912040990607
2021-06-01,Manipur,4783.5,5302.0,4761.0,-9.779328555262165,0.4725897920604915
2021-06-01,Nagaland,4783.5,5302.0,4761.0,-9.779328555262165,0.4725897920604915
2021-06-01,Rajasthan,5583.0,6095.0,4349.0,-8.400328137817883,28.37433892848931
2021-06-01,Tamil Nadu,8121.0,8103.0,7132.0,0.22213994816734545,13.867077958496916
2021-06-01,Telangana,5350.0,5488.0,4517.0,-2.5145772594752187,18.441443435908788
2021-06-01,Uttar Pradesh,4741.0,5583.0,4838.0,-15.081497402830019,-2.004960727573377
2021-06-01,Uttrakhand,4783.5,5302.0,4761.0,-9.779328555262165,0.4725897920604915
2021-07-01,Andhra Pradesh,4676.0,4615.0,4925.0,1.3217768147345612,-5.055837563451777
2021-07-01,Chattisgarh,4066.0,3999.0,4759.0,1.6754188547136784,-14.56188274847657
2021-07-01,Gujarat,5606.0,5462.0,5532.0,2.6363969242035887,1.3376717281272594
2021-07-01,Karnataka,4934.0,4826.0,5536.0,2.2378781599668462,-10.8742774566474
2021-07-01,Madhya Pradesh,4873.0,4721.0,4925.0,3.219656852361788,-1.0558375634517767
2021-07-01,Maharashtra,5043.0,4603.0,5070.0,9.558983271779274,-0.5325443786982248
2021-07-01,Manipur,4988.5,4783.5,4925.0,4.285564962893279,1.2893401015228427
2021-07-01,Nagaland,4988.5,4783.5,4925.0,4.285564962893279,1.2893401015228427
2021-07-01,Rajasthan,5329.0,5583.0,3874.0,-4.549525344796704,37.55807950438823
2021-07-01,Tamil Nadu,7759.0,8121.0,7467.0,-4.45757911587243,3.9105397080487476
2021-07-01,Telangana,5105.0,5350.0,4210.0,-4.579439252336448,21.258907363420427
2021-07-01,Uttar Pradesh,4613.0,4741.0,4743.0,-2.6998523518245094,-2.7408812987560616
2021-07-01,Uttrakhand,4988.5,4783.5,4925.0,4.285564962893279,1.2893401015228427
2021-08-01,Andhra Pradesh,5051.0,4676.0,4253.0,8.0196749358426,18.76322595814719
2021-08-01,Chattisgarh,5036.0,4066.0,5091.0,23.856369896704376,-1.0803378511098016
2021-08-01,Gujarat,6282.0,5606.0,5142.0,12.058508740635034,22.170361726954493
2021-08-01,Karnataka,5324.0,4934.0,4808.0,7.90433725172274,10.732113144758735
2021-08-01,Madhya Pradesh,5324.0,4873.0,4808.0,9.255079006772009,10.732113144758735
2021-08-01,Maharashtra,5234.0,5043.0,5076.0,3.787428118183621,3.1126871552403466
2021-08-01,Manipur,5324.0,4988.5,4808.0,6.725468577728775,10.732113144758735
2021-08-01,Nagaland,5324.0,4988.5,4808.0,6.725468577728775,10.732113144758735
2021-08-01,Rajasthan,5696.0,5329.0,4073.0,6.886845562019141,39.84777805057697
2021-08-01,Tamil Nadu,8401.0,7759.0,6857.0,8.274262147183915,22.517135773661952
2021-08-01,Telangana,5293.0,5105.0,3794.0,3.6826640548481877,39.50975224037955
2021-08-01,Uttar Pradesh,5416.0,4613.0,4692.0,17.40732711901149,15.430520034100597
2021-08-01,Uttrakhand,5324.0,4988.5,4808.0,6.725468577728775,10.732113144758735
2021-09-01,Andhra Pradesh,5315.0,5051.0,4067.0,5.226687784597109,30.686009343496433
2021-09-01,Chattisgarh,4167.0,5036.0,2792.0,-17.255758538522635,49.24785100286533
2021-09-01,Gujarat,5579.0,6282.0,4187.0,-11.190703597580388,33.24576068784332
2021-09-01,Karnataka,5268.0,5324.0,3992.0,-1.051840721262209,31.96392785571142
2021-09-01,Madhya Pradesh,5100.0,5324.0,2500.0,-4.207362885048836,104.0
2021-09-01,Maharashtra,5286.0,5234.0,4265.0,0.9935040122277417,23.939038686987104
2021-09-01,Manipur,5300.5,5324.0,4127.0,-0.4413974455296769,28.434698328083353
2021-09-01,Nagaland,5300.5,5324.0,4127.0,-0.4413974455296769,28.434698328083353
2021-09-01,Rajasthan,5652.0,5696.0,4405.0,-0.7724719101123595,28.308740068104427
2021-09-01,Tamil Nadu,8174.0,8401.0,6204.0,-2.7020592786573028,31.75370728562218
2021-09-01,Telangana,4775.0,5293.0,3764.0,-9.786510485546948,26.85972369819341
2021-09-01,Uttar Pradesh,5487.0,5416.0,4637.0,1.310930576070901,18.330817338796635
2021-09-01,Uttrakhand,5300.5,5324.0,4127.0,-0.4413974455296769,28.434698328083353
2021-10-01,Andhra Pradesh,5239.0,5315.0,4017.0,-1.429915333960489,30.42071197411003
2021-10-01,Chattisgarh,4047.0,4167.0,3898.0,-2.8797696184305255,3.822473063109287
2021-10-01,Gujarat,5492.0,5579.0,4882.0,-1.5594192507617852,12.49487914789021
2021-10-01,Karnataka,5321.0,5268.0,3982.0,1.006074411541382,33.62631843294827
2021-10-01,Madhya Pradesh,5174.0,5100.0,4222.0,1.4509803921568627,22.54855518711511
2021-10-01,Maharashtra,5651.0,5286.0,5925.0,6.90503216042376,-4.624472573839662
2021-10-01,Manipur,5345.0,5300.5,4132.5,0.8395434392981795,29.340592861464003
2021-10-01,Nagaland,5345.0,5300.5,4132.5,0.8395434392981795,29.340592861464003
2021-10-01,Rajasthan,5538.0,5652.0,4823.0,-2.0169851380042463,14.824797843665769
2021-10-01,Tamil Nadu,8311.0,8174.0,5733.0,1.6760459995106436,44.967730682016395
2021-10-01,Telangana,5315.0,4775.0,3747.0,11.30890052356021,41.8468107819589
2021-10-01,Uttar Pradesh,5369.0,5487.0,4043.0,-2.1505376344086025,32.79742765273312
2021-10-01,Uttrakhand,5345.0,5300.5,4132.5,0.8395434392981795,29.340592861464003
2021-11-01,Andhra Pradesh,5232.0,5239.0,4360.0,-0.13361328497804922,20.0
2021-11-01,Chattisgarh,4646.0,4047.0,4798.0,14.801087225105016,-3.1679866611087952
2021-11-01,Gujarat,5662.0,5492.0,4872.0,3.095411507647487,16.21510673234811
2021-11-01,Karnataka,5411.0,5321.0,4298.0,1.6914113888366846,25.895765472312704
2021-11-01,Madhya Pradesh,4916.0,5174.0,4371.0,-4.986470815616544,12.468542667581788
2021-11-01,Maharashtra,5679.0,5651.0,4897.0,0.4954875243319766,15.968960588115172
2021-11-01,Manipur,5403.0,5345.0,4802.5,1.0851262862488307,12.50390421655388
2021-11-01,Nagaland,5403.0,5345.0,4802.5,1.0851262862488307,12.50390421655388
